2736,15832,2368,62768,92,78,65441,64276,15816,2240,64512,65357,10,65122
2692,15780,2504,62768,15,185,65299,64300,15712,2388,64480,65273,62,65073
2784,15852,2416,62784,49,309,65416,64336,15696,2120,64512,65199,186,65191
2720,15920,2496,62736,65527,392,65290,64328,15884,2332,64512,65079,251,65210
2800,15872,2468,62752,41,279,65321,64268,15908,2388,64512,65143,179,65182
2736,15812,2352,62768,88,282,65361,64352,15808,2260,64480,65195,181,65167
2768,15844,2444,62768,89,143,65333,64348,15956,2264,64480,65197,56,65205
2872,15888,2420,62752,32,170,65296,64224,15792,2236,64512,65256,135,65177
2880,15844,2444,62768,65485,252,65379,64372,15736,2356,64480,65258,173,65224
2848,15836,2420,62784,65507,269,65383,64364,15788,2224,64480,65131,154,65251
2728,15824,2316,62784,65515,234,65495,64444,15884,2172,64480,65201,85,65319
2788,15908,2448,62768,65476,247,65226,64524,15776,2256,64512,65111,177,65216
2828,15992,2468,62752,61,215,65286,64336,15836,2420,64448,65227,195,65115
2756,15896,2416,62800,58,324,65313,64488,15748,2356,64512,65145,244,65196
2852,15832,2524,62752,65505,296,65376,64400,15760,2420,64480,65168,205,65265
2700,15892,2436,62736,29,253,65338,64380,15732,2348,64480,65186,207,65151
2708,15868,2436,62784,56,278,65323,64236,15860,2484,64496,65154,130,65174
2716,15800,2480,62768,65511,248,65383,64496,15752,2176,64512,65216,178,65185
2852,16048,2460,62752,65503,270,65387,64312,15692,2392,64528,65220,150,65250
2824,15752,2452,62768,65483,332,65311,64556,15812,2224,64496,65108,218,65238
2736,15760,2476,62752,65506,177,65331,64436,15768,2264,64496,65183,50,65203
2812,15856,2512,62768,168,222,65302,64420,15744,2416,64464,65204,140,65074
2744,15908,2328,62736,131,194,65278,64240,15796,2212,64496,65204,151,65083
2688,15840,2428,62784,97,197,65242,64396,15752,2232,64464,65172,111,65114
2708,15848,2280,62752,26,230,65369,64216,15940,2304,64528,65220,122,65201
2600,15960,2536,62752,65486,258,65432,64308,15828,2296,64496,65235,155,65303
2756,15972,2388,62736,65509,185,65410,64468,15668,1988,64496,65282,125,65269
2760,15784,2600,62752,65494,270,65443,64352,15836,2224,64496,65182,167,65300
2872,15832,2472,62768,16,306,65337,64296,15636,2336,64528,65150,203,65197
2780,15904,2408,62736,55,115,65306,64452,15816,2248,64464,65284,138,65095
2768,15780,2332,62752,54,344,65328,64364,15724,2308,64496,65178,233,65164
2636,15836,2368,62736,39,134,65376,64428,15688,2340,64464,65235,33,65167
2556,15936,2192,62752,65433,65302,65227,64592,15720,2132,64496,65193,65133,65117
2112,16272,1764,62768,64936,64081,64969,65136,15828,1940,64496,65032,63725,65063
2468,16120,2340,62752,63762,62028,64332,64908,15796,2216,64528,64533,61381,65303
2288,16156,2308,62736,63318,60487,64041,65284,15720,2392,64464,64625,59671,65141
2960,15588,3116,62768,62715,60143,63698,64836,15772,2936,64464,64252,59217,65397
2720,15756,3056,62752,62707,60271,64338,64848,15780,2876,64496,64502,59228,316
2556,15668,3240,62736,63129,60429,64301,65248,15804,3008,64496,64746,59686,65328
2768,15412,3276,62752,63179,60644,64309,65128,15732,3168,64464,64630,59854,65287
2792,15672,3676,62768,63021,60381,64609,65444,15588,3444,64496,64748,59629,65442
2668,15524,3840,62768,62951,60358,64247,240,15716,3308,64528,64754,59765,65343
2920,15456,4072,62720,62847,60216,64295,88,15636,3488,64496,64700,59456,65415
2956,15420,4288,62720,63186,60362,64191,328,15620,3192,64496,64772,59659,65171
2920,15408,4300,62752,63287,60652,64251,536,15696,3240,64496,64645,59875,65192
3212,15232,4628,62736,63194,60671,64168,656,15684,3468,64496,64655,59977,65178
3180,14960,4764,62784,63336,60851,64418,920,15580,3536,64528,64875,60110,65362
3224,15012,4992,62736,63525,61301,64171,876,15612,3636,64496,64787,60765,65088
3700,14784,5316,62752,64222,62560,64366,460,15852,3700,64496,64858,62150,65062
3620,14876,5112,62736,65052,64100,64947,660,15652,3468,64528,65201,63928,65004
3480,15064,5200,62752,47,64984,65344,912,15732,3756,64496,65461,65006,64995
3292,15172,5156,62768,274,95,65422,932,15672,3564,64496,65381,142,64985
3500,14912,5124,62784,579,725,65518,884,15624,3512,64496,65529,875,64926
3840,14912,5200,62768,1196,1538,188,500,15752,3420,64464,190,1954,64779
3380,15048,4940,62768,1936,2750,572,828,15868,3472,64496,618,3386,64635
3616,15240,4860,62752,1964,3343,675,884,15588,3256,64496,381,3984,64842
3460,15272,4580,62768,2037,3886,767,284,15612,3308,64496,243,4388,64973
2868,15440,4008,62752,2116,3690,678,828,15660,3008,64496,386,4299,64831
3312,15372,4208,62768,1693,3833,536,252,15820,3020,64496,65443,4190,65100
3452,15576,4364,62752,1959,3972,579,212,15636,3184,64496,185,4511,64925
3112,15236,3832,62768,2287,4406,838,200,15888,3140,64464,507,5126,64864
3376,15308,3856,62784,2392,4847,957,65300,15824,2904,64496,462,5568,65010
3140,15892,3512,62768,2949,4530,1363,36,15744,2640,64528,1055,5541,64564
3304,15800,3288,62752,2637,4896,943,65020,15792,2580,64496,422,5775,64683
3360,15340,3080,62736,2834,5575,584,64940,15896,2176,64496,134,6494,64467
3372,15760,2964,62752,3291,6086,1349,64564,15912,2464,64528,643,7081,64694
3556,15356,2584,62768,3608,6642,1610,64444,15900,2224,64496,1126,7925,64694
3108,15744,1852,62752,3901,6815,1725,64300,16108,1912,64512,1291,8309,64295
3636,16184,1936,62736,3767,7026,2231,64180,15452,1660,64464,1173,8137,64887
3872,15840,1564,62752,3420,7050,1564,64044,15680,1420,64480,781,8329,64847
3856,15608,1148,62752,3385,8071,1364,63660,15936,848,64512,380,9162,64959
4152,15860,1532,62736,3562,8353,1879,63484,15488,1056,64512,665,9609,65126
4044,15844,732,62752,3692,8865,1799,63868,16064,476,64512,586,10110,65081
4028,15748,424,62768,3502,9041,1609,63604,15764,296,64512,191,10084,65161
4384,15728,396,62752,3489,9018,1740,63744,15836,65508,64512,321,9998,65209
4220,15952,292,62736,3442,8156,1910,63940,15904,65408,64480,782,9306,65135
4072,15580,65132,62752,3179,8000,1977,63788,16376,64768,64480,704,9005,65514
4804,15688,148,62736,2951,7350,2871,63548,16020,64924,64512,1456,8364,582
5288,15672,92,62752,3010,7738,2678,63828,15768,64284,64512,1582,9023,280
5524,15724,65216,62768,2904,8152,2277,64032,15812,63772,64480,928,9073,261
5152,15804,65244,62720,2102,6741,1519,64764,15780,63636,64512,340,7375,212
5372,15872,65360,62736,1484,5483,969,64748,15868,63444,64512,65435,5932,65504
5660,15644,65408,62736,801,4469,736,64308,16160,63476,64480,65235,4624,360
5624,15136,65488,62720,732,3860,279,64324,15912,63464,64496,65067,3948,65445
5380,15608,180,62768,1037,3281,65396,65036,15884,63300,64496,64982,3369,64876
5608,15476,476,62752,389,2096,65121,64480,15684,63468,64496,64536,1871,65059
5628,15460,312,62768,4,1224,64911,64844,16220,63620,64464,64597,1006,65135
5728,15452,544,62752,206,976,65048,64480,16120,63528,64496,64807,848,65032
5384,15352,484,62752,65470,435,65007,64688,15936,63636,64496,64760,162,65122
4928,15788,244,62736,65164,64549,64747,65208,16100,63720,64496,64819,64196,64991
5236,15536,132,62752,64212,63203,64419,64424,15768,63504,64496,64414,62592,65381
5144,16112,328,62768,63218,61612,64215,65080,16360,63800,64496,64297,60826,137
5360,15596,516,62784,62977,60501,63647,64216,15792,64060,64496,64005,59600,65305
5324,15544,568,62768,63160,60389,63827,64548,16096,64312,64496,64395,59546,65228
5192,15264,740,62784,63105,60474,63835,64092,15916,64800,64528,64203,59554,65433
4832,15684,448,62736,63807,60265,63722,64404,16276,64324,64496,64598,59569,64726
4936,15580,936,62752,63179,59861,63480,64164,15884,65068,64496,64128,58908,65119
4704,16064,840,62768,63212,59400,63172,64404,16008,65072,64496,64201,58524,64585
4480,15720,532,62752,62841,59398,63076,64056,15912,65284,64496,63790,58299,64906
4316,15608,716,62768,62719,59503,62623,64212,15912,65532,64496,63514,58458,64758
3752,16336,1296,62752,62667,58887,62710,64376,15652,420,64496,63404,57617,64676
