7540,14348,1268,113,156,-159,536,15908,1848,-142,128,-427
7768,14376,1376,98,156,-58,456,15912,1684,-127,157,-338
7692,14480,1248,130,227,-133,476,16056,1488,-182,176,-395
7740,14428,1336,58,248,-146,556,15888,1448,-288,146,-333
7744,14308,1304,115,277,-327,500,15872,1588,-356,222,-447
7936,14592,1272,70,345,-170,468,15916,1604,-321,230,-319
7924,14544,1172,0,297,-263,504,15996,1432,-376,150,-350
7588,14496,1380,49,288,-174,340,15992,1612,-275,225,-313
7716,14440,1312,96,285,-161,436,15916,1696,-188,207,-321
7880,14552,1404,-62,249,-49,372,15900,1724,-258,76,-128
7836,14476,1400,-107,381,-96,496,15852,1828,-333,199,-150
7688,14484,1296,-61,417,42,640,15880,1712,-200,240,-85
8056,14504,1200,-73,162,-74,684,16052,1632,-192,42,-258
7836,14428,1508,42,92,-185,600,16000,1712,-169,38,-406
7876,14388,1268,88,163,-11,624,15868,1456,-100,81,-330
7836,14320,1476,-49,213,-91,580,15800,1520,-259,88,-229
7708,14348,1384,11,251,-199,632,16060,1608,-268,187,-360
7588,14416,1352,107,141,-115,596,15924,1516,-272,76,-408
7828,14432,1292,2,138,-245,508,15920,1520,-348,73,-389
7836,14360,1320,13,265,-192,508,15892,1372,-278,187,-370
7928,14408,1244,25,336,-95,756,15960,1588,-257,225,-197
7804,14320,1244,30,215,-266,624,15772,1428,-336,116,-411
7880,14468,1340,31,174,-236,596,15952,1440,-326,85,-405
7748,14332,1260,14,153,-206,532,15792,1672,-297,49,-394
7856,14448,1388,-9,308,-199,436,15948,1484,-374,157,-312
7700,14368,1264,85,363,-285,520,15944,1692,-321,294,-421
7800,14384,1460,59,288,-72,588,15932,1380,-240,185,-256
7860,14340,1216,-30,213,-200,636,15932,1572,-337,97,-324
7676,14264,1316,-97,245,-249,636,15928,1668,-312,94,-323
7852,14364,1368,-149,300,316,548,16004,1440,-100,89,134
7828,14120,1304,-322,306,464,756,15904,1344,129,-27,202
8076,14632,1288,-377,138,194,668,16008,1620,-123,-75,107
8192,14096,1508,-28,144,-482,740,15952,1436,-383,141,-565
8032,13948,1548,-252,229,-98,1228,15800,1016,46,471,-129
8164,14400,1544,-2111,1293,5089,644,16072,1728,1687,-708,5067
7076,15244,680,209,525,624,-456,16780,2072,357,360,-127
8672,14404,1636,3926,-1140,-5302,1536,15940,1288,-1512,1019,-6960
8360,12904,1760,2101,-960,-4552,1996,14480,284,-1731,425,-4879
8744,14244,1540,-2583,1012,4272,704,16072,1156,932,-971,5178
7392,15036,556,-2056,1668,4611,-824,17036,1832,1515,504,4737
7196,14928,412,1761,1411,-664,-208,16668,1644,-222,1711,-1729
9164,12436,2068,2856,-810,-5447,3336,14076,396,-990,1500,-6403
8204,13880,1368,-960,213,1422,1032,15292,860,-447,-1055,1601
7628,15280,924,-1886,485,1547,-544,16376,1568,-306,-748,2221
8700,14344,1508,-1206,640,265,884,16620,1320,-327,-89,969
8364,13944,1480,-265,324,33,1060,16188,1164,-160,156,-110
8220,13740,1568,403,361,-94,1176,15560,1172,-146,366,-402
8120,14164,1428,374,165,-277,1080,15812,1124,-273,244,-632
8376,14196,1536,5,211,-297,1140,15964,1128,-538,14,-359
8368,14216,1564,-108,249,-443,916,16052,1332,-573,101,-417
8328,14132,1536,76,435,-344,1028,16160,1212,-482,277,-379
8148,14112,1536,231,229,-322,992,15916,1176,-189,289,-565
8468,14104,1544,268,130,26,1164,16028,1060,29,136,-390
8200,14064,1288,61,219,-493,1180,15768,1048,-373,199,-585
8260,14244,1548,-139,336,-227,1008,15976,1224,-594,42,-203
8264,14096,1468,152,275,-470,860,16200,1264,-376,309,-628
8184,14260,1208,426,300,-96,904,16064,1116,-89,339,-530
8244,14272,1384,71,247,-241,1028,15856,1260,-345,164,-313
8228,14152,1324,-170,102,-434,1056,15948,1152,-491,-109,-431
8356,14004,1412,-19,242,-212,844,16100,1184,-309,132,-352
8228,14152,1368,212,257,-98,988,15968,1228,-193,225,-408
8328,14196,1404,18,267,-288,964,15908,1100,-408,153,-353
8212,14168,1352,0,198,-223,904,16104,1280,-350,44,-332
8328,14164,1268,46,162,-335,832,15948,1280,-388,69,-499
8300,14236,1312,-16,255,-270,860,15940,1196,-418,144,-404
8184,14164,1268,35,242,-176,836,16096,1128,-293,102,-365
8172,14228,1484,-1,288,-148,1012,16028,1264,-295,139,-267
8108,14176,1448,-10,190,-166,896,15956,1204,-320,78,-292
8144,14188,1432,-18,188,-137,856,15944,1280,-258,123,-294
8368,14228,1456,70,262,-122,800,15984,1108,-227,194,-310
8272,14120,1316,72,379,-64,992,16020,996,-231,263,-214
8348,14064,1500,20,309,-334,884,16052,1232,-323,249,-429
8244,14060,1292,23,335,-238,956,16004,1128,-336,201,-340
8276,14260,1512,53,301,-147,824,15900,1284,-332,202,-324
8336,14216,1272,85,251,-91,924,16028,996,-249,166,-298
