5536,15452,932,35,-110,-676,-1424,15284,4252,-624,-160,-767
5136,15276,540,366,76,-416,-1384,15268,4228,-314,241,-761
5072,15584,752,519,43,-392,-1388,15296,4136,-174,238,-938
5220,15684,524,229,-33,-439,-1388,15160,4208,-441,27,-722
5076,15484,528,149,-84,-770,-1608,15160,4192,-588,-19,-910
5348,15560,708,287,35,-637,-1708,15364,4576,-533,227,-897
5152,15516,528,658,614,-688,-1596,15216,4208,-527,888,-883
5232,15492,600,708,966,-861,-1996,14884,4168,-844,1200,-922
5100,15056,344,1247,2295,-1946,-2140,14860,4076,-1845,2602,-1076
13164,8712,5252,-295,117,-383,8368,13932,-2076,-689,-124,-310
13120,8584,5004,-242,180,-493,8516,14244,-2236,-687,-25,-429
13288,8628,5280,55,-221,-225,8452,14044,-2216,-270,-186,-568
13260,8540,5028,267,421,-448,8148,14020,-2136,-412,493,-556
13284,8536,5268,368,790,-202,8436,13848,-2176,-392,768,-281
13044,8636,5084,261,680,-445,8576,14044,-2136,-476,703,-436
13016,8728,5160,130,290,-187,8624,14140,-2084,-301,235,-378
13232,8660,5264,201,120,-265,8380,14096,-2204,-259,166,-558
13132,8636,5040,147,49,-214,8308,14220,-2316,-239,64,-531
13256,8764,5192,242,105,-317,8336,14000,-2128,-280,167,-569
13116,8740,4860,105,245,-277,8356,14076,-2184,-405,155,-410
13136,8744,5032,93,279,-376,8196,14196,-2172,-438,231,-493
13168,8760,5080,96,387,-86,8172,14148,-2240,-326,318,-251
13088,8788,5004,96,298,-270,8252,14024,-2100,-360,262,-420
13176,8696,5044,-33,344,-166,8372,14000,-2080,-370,189,-277
13156,8704,4960,-38,282,-125,8352,13992,-2180,-346,179,-200
13116,8672,5052,41,331,-224,8432,14008,-2120,-365,241,-351
13264,8652,4936,108,232,-276,8424,13952,-2144,-381,151,-404
13156,8608,4920,54,188,-407,8356,14056,-2024,-437,199,-505
13232,8760,5044,-38,261,-146,8336,14060,-2108,-382,107,-226
12972,8700,5052,-37,263,-228,8252,14120,-2024,-370,158,-387
13152,8744,5076,-87,170,-60,8496,14132,-2164,-249,23,-222
13260,8792,4936,10,147,-252,8192,14100,-2148,-371,48,-377
13104,8600,4932,71,267,-222,8376,13948,-2216,-319,188,-330
13248,8736,5048,128,227,-214,8284,14180,-2132,-358,241,-400
13016,8712,4924,167,361,-312,8460,14072,-2104,-392,302,-442
13060,8736,4904,95,348,-340,8208,14124,-2168,-419,274,-428
13072,8796,5008,46,288,-163,8276,14284,-2160,-313,199,-337
12976,8824,4928,74,235,-250,8212,13992,-2220,-342,191,-381
13100,8724,4884,-64,165,-29,8332,14072,-2132,-281,10,-216
13140,8704,4884,-63,161,-123,8292,14068,-2132,-312,-4,-247
13088,8764,4752,-136,-18,-140,8272,14164,-2068,-302,-175,-336
13284,8672,4892,-224,-9,-193,8312,14100,-2228,-360,-199,-243
13256,8692,5052,-101,279,-252,8208,14156,-2172,-464,122,-298
13244,8544,5076,83,472,-244,8320,14008,-2220,-422,365,-284
13036,8796,4748,53,253,-141,8372,14084,-2148,-362,174,-310
13068,8796,4916,-34,233,-241,8284,14056,-1948,-433,95,-282
13124,8652,4988,53,266,-332,8292,14204,-2124,-406,213,-420
13096,8832,5152,61,343,-276,8380,13988,-2160,-397,256,-401
12976,8876,4968,-27,160,-613,8356,14196,-2272,-660,123,-581
13140,8644,5060,-119,33,-237,8256,14224,-2072,-465,-137,-343
13272,8760,5272,66,293,-49,8176,14228,-2072,-228,277,-234
13140,8928,5040,91,345,-70,8316,14184,-2124,-228,327,-270
13024,8768,5080,106,318,-221,8376,14204,-2200,-338,270,-349
12964,8808,4756,14,252,-91,8272,14028,-1976,-288,100,-266
13100,8808,5116,41,278,-315,8264,14088,-2240,-423,197,-405
12936,8772,5036,54,277,-309,8184,14160,-1984,-426,178,-427
13076,8580,5060,75,302,-290,8372,14108,-1932,-361,271,-428
13016,8852,5136,140,242,-224,8212,14240,-1956,-301,195,-441
13076,8828,4920,64,258,-317,8272,14064,-2060,-455,148,-394
13136,8628,4972,73,271,-167,8244,14184,-2020,-370,159,-333
13104,8852,4952,98,185,-106,8248,14088,-2036,-262,108,-328
13148,8832,4944,-44,126,-225,8208,14136,-2088,-395,17,-311
13016,8752,4792,-107,181,-210,8228,14156,-2124,-436,44,-275
13188,8720,5156,-163,368,-249,8320,13984,-2000,-492,114,-152
13040,8832,4992,-71,385,-262,8284,14084,-1944,-516,182,-218
13036,8760,5048,-2,334,-185,8352,14176,-1900,-414,191,-180
13040,8716,4976,108,227,-192,8316,14156,-2088,-322,146,-371
13196,8848,5096,71,248,-282,8316,14044,-2172,-372,158,-389
13172,8864,4952,8,190,-383,8276,14000,-1952,-467,103,-457
13120,8752,5120,6,218,-332,8324,14112,-1976,-468,115,-416
13060,8748,5216,85,248,-263,8256,13980,-2040,-337,158,-424
13164,8824,5000,73,174,-288,8240,14200,-1964,-335,158,-497
13108,8852,5096,72,150,-348,8200,14104,-2000,-373,121,-542
12928,8856,4976,56,221,-335,8132,14044,-1936,-380,161,-491
12984,8868,5036,16,220,-171,8176,14124,-1844,-298,117,-339
13016,8848,5040,-42,275,36,8216,14204,-2116,-256,133,-145
13080,9076,4984,38,418,-143,8248,14196,-1836,-304,303,-190
13032,9036,4972,-35,142,-145,8312,14308,-1892,-256,1,-340
13080,8908,4836,-133,-67,-149,8316,14264,-2172,-193,-201,-361
13284,8884,4724,-185,3,45,8048,14072,-2156,-144,-177,-168
13180,8636,5012,-161,353,74,8184,14108,-2204,-299,138,5
13244,8852,4944,-50,383,-77,8204,14156,-2164,-357,205,-156
13072,8676,5028,-96,338,-219,8432,14140,-2048,-459,143,-241
13016,8652,5024,-131,40,-237,8452,14092,-2112,-373,-110,-358
